ID,FPS,LOOPTYPE,,
Idle,45,0,,
,,,,
TEXTUREID,LEFT,TOP,WIDTH,HEIGHT
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,76,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,152,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,228,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,304,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,380,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,456,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,532,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,608,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,684,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,760,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,836,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,912,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,988,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,1064,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,1140,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,1216,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,1292,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,1368,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,1444,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,1520,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,1596,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,1672,0,76,96
graphics/LeagueSystem/Banpick/ban_effect_sheet.png,1748,0,76,96
graphics/LeagueSystem/Banpick/ban_effecttt_Last1.png,0,0,38,52
