ID,FPS,LOOPTYPE,,
Idle,20,1,,
,,,,
TEXTUREID,LEFT,TOP,WIDTH,HEIGHT
graphics/LeagueSystem/Banpick/turnArrowSheet.png,0,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,32,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,64,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,96,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,128,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,160,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,192,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,224,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,256,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,288,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,320,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,320,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,320,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,320,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,320,0,32,21
graphics/LeagueSystem/Banpick/turnArrowSheet.png,320,0,32,21
