ID,FPS,LOOPTYPE,,
Die,10,0,,
,,,,
TEXTUREID,LEFT,TOP,WIDTH,HEIGHT
graphics/CustomSprite/berserker_96pix.png,480,192,96,96
graphics/CustomSprite/berserker_96pix.png,576,192,96,96
graphics/CustomSprite/berserker_96pix.png,672,192,96,96
graphics/CustomSprite/berserker_96pix.png,768,192,96,96
graphics/CustomSprite/berserker_96pix.png,0,288,96,96
graphics/CustomSprite/berserker_96pix.png,96,288,96,96
graphics/CustomSprite/berserker_96pix.png,192,288,96,96
graphics/CustomSprite/berserker_96pix.png,288,288,96,96
graphics/CustomSprite/berserker_96pix.png,384,288,96,96
graphics/CustomSprite/berserker_96pix.png,480,288,96,96
graphics/CustomSprite/berserker_96pix.png,576,288,96,96
