ID,FPS,LOOPTYPE,,
Attack,10,0,,
,,,,
TEXTUREID,LEFT,TOP,WIDTH,HEIGHT
graphics/CustomSprite/priest_64pix.png,384,64,64,64
graphics/CustomSprite/priest_64pix.png,0,128,64,64
graphics/CustomSprite/priest_64pix.png,64,128,64,64
graphics/CustomSprite/priest_64pix.png,128,128,64,64
graphics/CustomSprite/priest_64pix.png,192,128,64,64
graphics/CustomSprite/priest_64pix.png,256,128,64,64
graphics/CustomSprite/priest_64pix.png,320,128,64,64
graphics/CustomSprite/priest_64pix.png,384,128,64,64
graphics/CustomSprite/priest_64pix.png,0,192,64,64
graphics/CustomSprite/priest_64pix.png,64,192,64,64
